country;year;pop;continent;lifeExp;gdpPercap;gdpPercap_tratada;lifeExp_tratada;pop_tratada;one-sided violence;non-state conflict;extrasystemic;intrastate;interstate
Gabon;1957;434904;Africa;38.999;4976.198099;4976.2;39.0;434.904;;;;;
Gabon;1962;455661;Africa;40.489;6631.459222;6631.46;40.5;455.661;;;;;
Gabon;1967;489004;Africa;44.598;8358.761987;8358.76;44.6;489.004;;;;;
Gabon;1972;537977;Africa;48.69;11401.94841;11401.95;48.7;537.977;;;;;
Gabon;1977;706367;Africa;52.79;21745.57328;21745.57;52.8;706.367;;;;;
Gabon;1982;753874;Africa;56.564;15113.36194;15113.36;56.6;753.874;;;;;
Gabon;1987;880397;Africa;60.19;11864.40844;11864.41;60.2;880.397;;;;;
Gabon;1992;985739;Africa;61.366;13522.15752;13522.16;61.4;985.739;0.0;0.0;0.0;0.0;0.0
Gabon;1997;1126189;Africa;60.461;14722.84188;14722.84;60.5;1.126.189;0.0;0.0;0.0;0.0;0.0
Gabon;2002;1299304;Africa;56.761;12521.71392;12521.71;56.8;1.299.304;0.0;0.0;0.0;0.0;0.0
Gabon;2007;1454867;Africa;56.735;13206.48452;13206.48;56.7;1.454.867;0.0;0.0;0.0;0.0;0.0
Gambia;1952;284320;Africa;30.0;485.2306591;485.23;30.0;284.320;;;;;
Gambia;1957;323150;Africa;32.065;520.9267111;520.93;32.1;323.150;;;;;
Gambia;1962;374020;Africa;33.896;599.650276;599.65;33.9;374.020;;;;;
Gambia;1967;439593;Africa;35.857;734.7829124;734.78;35.9;439.593;;;;;
Gambia;1972;517101;Africa;38.308;756.0868363;756.09;38.3;517.101;;;;;
Gambia;1977;608274;Africa;41.842;884.7552507;884.76;41.8;608.274;;;;;
Gambia;1982;715523;Africa;45.58;835.8096108;835.81;45.6;715.523;;;;;
Gambia;1987;848406;Africa;49.265;611.6588611;611.66;49.3;848.406;;;;;
Gambia;1992;1025384;Africa;52.644;665.6244126;665.62;52.6;1.025.384;0.0;0.0;0.0;0.0;0.0
Gambia;1997;1235767;Africa;55.861;653.7301704;653.73;55.9;1.235.767;0.0;0.0;0.0;0.0;0.0
Gambia;2002;1457766;Africa;58.041;660.5855997;660.59;58.0;1.457.766;0.0;0.0;0.0;0.0;0.0
Gambia;2007;1688359;Africa;59.448;752.7497265;752.75;59.4;1.688.359;8.0;0.0;0.0;0.0;0.0
Germany;1952;69145952;Europe;67.5;7144.114393;7144.11;67.5;69.145.952;;;;;
Germany;1957;71019069;Europe;69.1;10187.82665;10187.83;69.1;71.019.069;;;;;
Germany;1962;73739117;Europe;70.3;12902.46291;12902.46;70.3;73.739.117;;;;;
Germany;1967;76368453;Europe;70.8;14745.62561;14745.63;70.8;76.368.453;;;;;
Germany;1972;78717088;Europe;71.0;18016.18027;18016.18;71.0;78.717.088;;;;;
Germany;1977;78160773;Europe;72.5;20512.92123;20512.92;72.5;78.160.773;;;;;
Germany;1982;78335266;Europe;73.8;22031.53274;22031.53;73.8;78.335.266;;;;;
Germany;1987;77718298;Europe;74.847;24639.18566;24639.19;74.8;77.718.298;;;;;
Germany;1992;80597764;Europe;76.07;26505.30317;26505.3;76.1;80.597.764;0.0;0.0;0.0;4.0;0.0
Germany;1997;82011073;Europe;77.34;27788.88416;27788.88;77.3;82.011.073;0.0;0.0;0.0;0.0;0.0
Germany;2002;82350671;Europe;78.67;30035.80198;30035.8;78.7;82.350.671;0.0;0.0;0.0;0.0;0.0
Germany;2007;82400996;Europe;79.406;32170.37442;32170.37;79.4;82.400.996;0.0;0.0;0.0;0.0;0.0
Ghana;1952;5581001;Africa;43.149;911.2989371;911.3;43.1;5.581.001;;;;;
Ghana;1957;6391288;Africa;44.779;1043.561537;1043.56;44.8;6.391.288;;;;;
Ghana;1962;7355248;Africa;46.452;1190.041118;1190.04;46.5;7.355.248;;;;;
Ghana;1967;8490213;Africa;48.072;1125.69716;1125.7;48.1;8.490.213;;;;;
Ghana;1972;9354120;Africa;49.875;1178.223708;1178.22;49.9;9.354.120;;;;;
Ghana;1977;10538093;Africa;51.756;993.2239571;993.22;51.8;10.538.093;;;;;
Ghana;1982;11400338;Africa;53.744;876.032569;876.03;53.7;11.400.338;;;;;
Ghana;1987;14168101;Africa;55.729;847.0061135;847.01;55.7;14.168.101;;;;;
Ghana;1992;16278738;Africa;57.501;925.060154;925.06;57.5;16.278.738;0.0;93.0;0.0;0.0;0.0
Ghana;1997;18418288;Africa;58.556;1005.245812;1005.25;58.6;18.418.288;0.0;2159.0;0.0;0.0;0.0
Ghana;2002;20550751;Africa;58.453;1111.984578;1111.98;58.5;20.550.751;0.0;116.0;0.0;0.0;0.0
Ghana;2007;22873338;Africa;60.022;1327.60891;1327.61;60.0;22.873.338;0.0;0.0;0.0;0.0;0.0
Greece;1952;7733250;Europe;65.86;3530.690067;3530.69;65.9;7.733.250;;;;;
Greece;1957;8096218;Europe;67.86;4916.299889;4916.3;67.9;8.096.218;;;;;
Greece;1962;8448233;Europe;69.51;6017.190733;6017.19;69.5;8.448.233;;;;;
Greece;1967;8716441;Europe;71.0;8513.097016;8513.1;71.0;8.716.441;;;;;
Greece;1972;8888628;Europe;72.34;12724.82957;12724.83;72.3;8.888.628;;;;;
Greece;1977;9308479;Europe;73.68;14195.52428;14195.52;73.7;9.308.479;;;;;
Greece;1982;9786480;Europe;75.24;15268.42089;15268.42;75.2;9.786.480;;;;;
Greece;1987;9974490;Europe;76.67;16120.52839;16120.53;76.7;9.974.490;;;;;
Greece;1992;10325429;Europe;77.03;17541.49634;17541.5;77.0;10.325.429;0.0;0.0;0.0;0.0;0.0
Greece;1997;10502372;Europe;77.869;18747.69814;18747.7;77.9;10.502.372;0.0;0.0;0.0;0.0;0.0
Greece;2002;10603863;Europe;78.256;22514.2548;22514.25;78.3;10.603.863;0.0;0.0;0.0;0.0;0.0
Greece;2007;10706290;Europe;79.483;27538.41188;27538.41;79.5;10.706.290;0.0;0.0;0.0;0.0;0.0
Guatemala;1952;3146381;Americas;42.023;2428.237769;2428.24;42.0;3.146.381;;;;;
Guatemala;1957;3640876;Americas;44.142;2617.155967;2617.16;44.1;3.640.876;;;;;
Guatemala;1962;4208858;Americas;46.954;2750.364446;2750.36;47.0;4.208.858;;;;;
Guatemala;1967;4690773;Americas;50.016;3242.531147;3242.53;50.0;4.690.773;;;;;
Guatemala;1972;5149581;Americas;53.738;4031.408271;4031.41;53.7;5.149.581;;;;;
Guatemala;1977;5703430;Americas;56.029;4879.992748;4879.99;56.0;5.703.430;;;;;
Guatemala;1982;6395630;Americas;58.137;4820.49479;4820.49;58.1;6.395.630;;;;;
Guatemala;1987;7326406;Americas;60.782;4246.485974;4246.49;60.8;7.326.406;;;;;
Guatemala;1992;8486949;Americas;63.373;4439.45084;4439.45;63.4;8.486.949;1687.0;0.0;0.0;302.0;0.0
Guatemala;1997;9803875;Americas;66.322;4684.313807;4684.31;66.3;9.803.875;505.0;0.0;0.0;122.0;0.0
Guatemala;2002;11178650;Americas;68.978;4858.347495;4858.35;69.0;11.178.650;0.0;0.0;0.0;0.0;0.0
Guatemala;2007;12572928;Americas;70.259;5186.050003;5186.05;70.3;12.572.928;0.0;56.0;0.0;0.0;0.0
Guinea;1952;2664249;Africa;33.609;510.1964923;510.2;33.6;2.664.249;;;;;
Guinea;1957;2876726;Africa;34.558;576.2670245;576.27;34.6;2.876.726;;;;;
Guinea;1962;3140003;Africa;35.753;686.3736739;686.37;35.8;3.140.003;;;;;
Guinea;1967;3451418;Africa;37.197;708.7595409;708.76;37.2;3.451.418;;;;;
Guinea;1972;3811387;Africa;38.842;741.6662307;741.67;38.8;3.811.387;;;;;
Guinea;1977;4227026;Africa;40.762;874.6858643;874.69;40.8;4.227.026;;;;;
Guinea;1982;4710497;Africa;42.891;857.2503577;857.25;42.9;4.710.497;;;;;
Guinea;1987;5650262;Africa;45.552;805.5724718;805.57;45.6;5.650.262;;;;;
Guinea;1992;6990574;Africa;48.576;794.3484384;794.35;48.6;6.990.574;0.0;0.0;0.0;0.0;0.0
Guinea;1997;8048834;Africa;51.455;869.4497668;869.45;51.5;8.048.834;27.0;0.0;0.0;0.0;0.0
Guinea;2002;8807818;Africa;53.676;945.5835837;945.58;53.7;8.807.818;22.0;31.0;0.0;647.0;0.0
Guinea;2007;9947814;Africa;56.007;942.6542111;942.65;56.0;9.947.814;45.0;0.0;0.0;0.0;0.0
Guinea-Bissau;1952;580653;Africa;32.5;299.850319;299.85;32.5;580.653;;;;;
Guinea-Bissau;1957;601095;Africa;33.489;431.7904566;431.79;33.5;601.095;;;;;
Guinea-Bissau;1962;627820;Africa;34.488;522.0343725;522.03;34.5;627.820;;;;;
Guinea-Bissau;1967;601287;Africa;35.492;715.5806402;715.58;35.5;601.287;;;;;
Guinea-Bissau;1972;625361;Africa;36.486;820.2245876;820.22;36.5;625.361;;;;;
Guinea-Bissau;1977;745228;Africa;37.465;764.7259628;764.73;37.5;745.228;;;;;
Guinea-Bissau;1982;825987;Africa;39.327;838.1239671;838.12;39.3;825.987;;;;;
Guinea-Bissau;1987;927524;Africa;41.245;736.4153921;736.42;41.2;927.524;;;;;
Guinea-Bissau;1992;1050938;Africa;43.266;745.5398706;745.54;43.3;1.050.938;0.0;0.0;0.0;2.0;0.0
Guinea-Bissau;1997;1193708;Africa;44.873;796.6644681;796.66;44.9;1.193.708;0.0;0.0;0.0;0.0;0.0
Guinea-Bissau;2002;1332459;Africa;45.504;575.7047176;575.7;45.5;1.332.459;0.0;0.0;0.0;704.0;0.0
Guinea-Bissau;2007;1472041;Africa;46.388;579.231743;579.23;46.4;1.472.041;0.0;0.0;0.0;0.0;0.0
Haiti;1952;3201488;Americas;37.579;1840.366939;1840.37;37.6;3.201.488;;;;;
Haiti;1957;3507701;Americas;40.696;1726.887882;1726.89;40.7;3.507.701;;;;;
Haiti;1962;3880130;Americas;43.59;1796.589032;1796.59;43.6;3.880.130;;;;;
Haiti;1967;4318137;Americas;46.243;1452.057666;1452.06;46.2;4.318.137;;;;;
Haiti;1972;4698301;Americas;48.042;1654.456946;1654.46;48.0;4.698.301;;;;;
Haiti;1977;4908554;Americas;49.923;1874.298931;1874.3;49.9;4.908.554;;;;;
Haiti;1982;5198399;Americas;51.461;2011.159549;2011.16;51.5;5.198.399;;;;;
Haiti;1987;5756203;Americas;53.636;1823.015995;1823.02;53.6;5.756.203;;;;;
Haiti;1992;6326682;Americas;55.089;1456.309517;1456.31;55.1;6.326.682;70.0;40.0;0.0;208.0;0.0
Haiti;1997;6913545;Americas;56.671;1341.726931;1341.73;56.7;6.913.545;81.0;0.0;0.0;0.0;0.0
Haiti;2002;7607651;Americas;58.137;1270.364932;1270.36;58.1;7.607.651;0.0;0.0;0.0;0.0;0.0
Haiti;2007;8502814;Americas;60.916;1201.637154;1201.64;60.9;8.502.814;40.0;0.0;0.0;207.0;0.0
Honduras;1952;1517453;Americas;41.912;2194.926204;2194.93;41.9;1.517.453;;;;;
Honduras;1957;1770390;Americas;44.665;2220.487682;2220.49;44.7;1.770.390;;;;;
Honduras;1962;2090162;Americas;48.041;2291.156835;2291.16;48.0;2.090.162;;;;;
Honduras;1967;2500689;Americas;50.924;2538.269358;2538.27;50.9;2.500.689;;;;;
Honduras;1972;2965146;Americas;53.884;2529.842345;2529.84;53.9;2.965.146;;;;;
Honduras;1977;3055235;Americas;57.402;3203.208066;3203.21;57.4;3.055.235;;;;;
Honduras;1982;3669448;Americas;60.909;3121.760794;3121.76;60.9;3.669.448;;;;;
Honduras;1987;4372203;Americas;64.492;3023.096699;3023.1;64.5;4.372.203;;;;;
Honduras;1992;5077347;Americas;66.399;3081.694603;3081.69;66.4;5.077.347;0.0;0.0;0.0;0.0;0.0
Honduras;1997;5867957;Americas;67.659;3160.454906;3160.45;67.7;5.867.957;0.0;0.0;0.0;0.0;0.0
Honduras;2002;6677328;Americas;68.565;3099.72866;3099.73;68.6;6.677.328;0.0;0.0;0.0;0.0;0.0
Honduras;2007;7483763;Americas;70.198;3548.330846;3548.33;70.2;7.483.763;28.0;0.0;0.0;0.0;0.0
Hong Kong China;1952;2125900;Asia;60.96;3054.421209;3054.42;61.0;2.125.900;;;;;
Hong Kong China;1957;2736300;Asia;64.75;3629.076457;3629.08;64.8;2.736.300;;;;;
Hong Kong China;1962;3305200;Asia;67.65;4692.648272;4692.65;67.6;3.305.200;;;;;
Hong Kong China;1967;3722800;Asia;70.0;6197.962814;6197.96;70.0;3.722.800;;;;;
Hong Kong China;1972;4115700;Asia;72.0;8315.928145;8315.93;72.0;4.115.700;;;;;
Hong Kong China;1977;4583700;Asia;73.6;11186.14125;11186.14;73.6;4.583.700;;;;;
Hong Kong China;1982;5264500;Asia;75.45;14560.53051;14560.53;75.4;5.264.500;;;;;
Hong Kong China;1987;5584510;Asia;76.2;20038.47269;20038.47;76.2;5.584.510;;;;;
Hong Kong China;1992;5829696;Asia;77.601;24757.60301;24757.6;77.6;5.829.696;;;;;
Hong Kong China;1997;6495918;Asia;80.0;28377.63219;28377.63;80.0;6.495.918;;;;;
Hong Kong China;2002;6762476;Asia;81.495;30209.01516;30209.02;81.5;6.762.476;;;;;
Hong Kong China;2007;6980412;Asia;82.208;39724.97867;39724.98;82.2;6.980.412;;;;;
Hungary;1952;9504000;Europe;64.03;5263.673816;5263.67;64.0;9.504.000;;;;;
Hungary;1957;9839000;Europe;66.41;6040.180011;6040.18;66.4;9.839.000;;;;;
Hungary;1962;10063000;Europe;67.96;7550.359877;7550.36;68.0;10.063.000;;;;;
Hungary;1967;10223422;Europe;69.5;9326.64467;9326.64;69.5;10.223.422;;;;;
Hungary;1972;10394091;Europe;69.76;10168.65611;10168.66;69.8;10.394.091;;;;;
Hungary;1977;10637171;Europe;69.95;11674.83737;11674.84;70.0;10.637.171;;;;;
Hungary;1982;10705535;Europe;69.39;12545.99066;12545.99;69.4;10.705.535;;;;;
Hungary;1987;10612740;Europe;69.58;12986.47998;12986.48;69.6;10.612.740;;;;;
Hungary;1992;10348684;Europe;69.17;10535.62855;10535.63;69.2;10.348.684;0.0;0.0;0.0;0.0;0.0
Hungary;1997;10244684;Europe;71.04;11712.7768;11712.78;71.0;10.244.684;0.0;0.0;0.0;0.0;0.0
Hungary;2002;10083313;Europe;72.59;14843.93556;14843.94;72.6;10.083.313;0.0;0.0;0.0;0.0;0.0
Hungary;2007;9956108;Europe;73.338;18008.94444;18008.94;73.3;9.956.108;0.0;0.0;0.0;0.0;0.0
Iceland;1952;147962;Europe;72.49;7267.688428;7267.69;72.5;147.962;;;;;
Iceland;1957;165110;Europe;73.47;9244.001412;9244.0;73.5;165.110;;;;;
Iceland;1962;182053;Europe;73.68;10350.15906;10350.16;73.7;182.053;;;;;
Iceland;1967;198676;Europe;73.73;13319.89568;13319.9;73.7;198.676;;;;;
Iceland;1972;209275;Europe;74.46;15798.06362;15798.06;74.5;209.275;;;;;
Iceland;1977;221823;Europe;76.11;19654.96247;19654.96;76.1;221.823;;;;;
Iceland;1982;233997;Europe;76.99;23269.6075;23269.61;77.0;233.997;;;;;
Iceland;1987;244676;Europe;77.23;26923.20628;26923.21;77.2;244.676;;;;;
Iceland;1992;259012;Europe;78.77;25144.39201;25144.39;78.8;259.012;0.0;0.0;0.0;0.0;0.0
Iceland;1997;271192;Europe;78.95;28061.09966;28061.1;79.0;271.192;0.0;0.0;0.0;0.0;0.0
Iceland;2002;288030;Europe;80.5;31163.20196;31163.2;80.5;288.030;0.0;0.0;0.0;0.0;0.0
Iceland;2007;301931;Europe;81.757;36180.78919;36180.79;81.8;301.931;0.0;0.0;0.0;0.0;0.0
India;1952;372000000;Asia;37.373;546.5657493;546.57;37.4;372.000.000;;;;;
India;1957;409000000;Asia;40.249;590.061996;590.06;40.2;409.000.000;;;;;
India;1962;454000000;Asia;43.605;658.3471509;658.35;43.6;454.000.000;;;;;
India;1967;506000000;Asia;47.193;700.7706107;700.77;47.2;506.000.000;;;;;
India;1972;567000000;Asia;50.651;724.032527;724.03;50.7;567.000.000;;;;;
India;1977;634000000;Asia;54.208;813.337323;813.34;54.2;634.000.000;;;;;
India;1982;708000000;Asia;56.596;855.7235377;855.72;56.6;708.000.000;;;;;
India;1987;788000000;Asia;58.553;976.5126756;976.51;58.6;788.000.000;;;;;
India;1992;872000000;Asia;60.223;1164.406809;1164.41;60.2;872.000.000;1740.0;2998.0;0.0;9479.0;147.0
India;1997;959000000;Asia;61.765;1458.817442;1458.82;61.8;959.000.000;1081.0;921.0;0.0;5182.0;116.0
India;2002;1034172547;Asia;62.879;1746.769454;1746.77;62.9;1.034.172.547;3207.0;364.0;0.0;7778.0;1237.0
India;2007;1110396331;Asia;64.698;2452.210407;2452.21;64.7;1.110.396.331;2754.0;211.0;0.0;7102.0;66.0
Indonesia;1952;82052000;Asia;37.468;749.6816546;749.68;37.5;82.052.000;;;;;
Indonesia;1957;90124000;Asia;39.918;858.9002707;858.9;39.9;90.124.000;;;;;
Indonesia;1962;99028000;Asia;42.518;849.2897701;849.29;42.5;99.028.000;;;;;
Indonesia;1967;109343000;Asia;45.964;762.4317721;762.43;46.0;109.343.000;;;;;
Indonesia;1972;121282000;Asia;49.203;1111.107907;1111.11;49.2;121.282.000;;;;;
Indonesia;1977;136725000;Asia;52.702;1382.702056;1382.7;52.7;136.725.000;;;;;
Indonesia;1982;153343000;Asia;56.159;1516.872988;1516.87;56.2;153.343.000;;;;;
Indonesia;1987;169276000;Asia;60.137;1748.356961;1748.36;60.1;169.276.000;;;;;
Indonesia;1992;184816000;Asia;62.681;2383.140898;2383.14;62.7;184.816.000;194.0;0.0;0.0;130.0;0.0
Indonesia;1997;199278000;Asia;66.041;3119.335603;3119.34;66.0;199.278.000;11.0;361.0;0.0;0.0;0.0
Indonesia;2002;211060000;Asia;68.588;2873.91287;2873.91;68.6;211.060.000;604.0;2362.0;0.0;1217.0;0.0
Indonesia;2007;223547000;Asia;70.65;3540.651564;3540.65;70.6;223.547.000;263.0;49.0;0.0;2016.0;0.0
Iran;1952;17272000;Asia;44.869;3035.326002;3035.33;44.9;17.272.000;;;;;
Iran;1957;19792000;Asia;47.181;3290.257643;3290.26;47.2;19.792.000;;;;;
Iran;1962;22874000;Asia;49.325;4187.329802;4187.33;49.3;22.874.000;;;;;
Iran;1967;26538000;Asia;52.469;5906.731805;5906.73;52.5;26.538.000;;;;;
Iran;1972;30614000;Asia;55.234;9613.818607;9613.82;55.2;30.614.000;;;;;
Iran;1977;35480679;Asia;57.702;11888.59508;11888.6;57.7;35.480.679;;;;;
Iran;1982;43072751;Asia;59.62;7608.334602;7608.33;59.6;43.072.751;;;;;
Iran;1987;51889696;Asia;63.04;6642.881371;6642.88;63.0;51.889.696;;;;;
Iran;1992;60397973;Asia;65.742;7235.653188;7235.65;65.7;60.397.973;0.0;0.0;0.0;134.0;0.0
Iran;1997;63327987;Asia;68.042;8263.590301;8263.59;68.0;63.327.987;0.0;0.0;0.0;252.0;0.0
Iran;2002;66907826;Asia;69.451;9240.761975;9240.76;69.5;66.907.826;0.0;0.0;0.0;165.0;0.0
Iran;2007;69453570;Asia;70.964;11605.71449;11605.71;71.0;69.453.570;25.0;0.0;0.0;166.0;0.0
Iraq;1952;5441766;Asia;45.32;4129.766056;4129.77;45.3;5.441.766;;;;;
Iraq;1957;6248643;Asia;48.437;6229.333562;6229.33;48.4;6.248.643;;;;;
Iraq;1962;7240260;Asia;51.457;8341.737815;8341.74;51.5;7.240.260;;;;;
Iraq;1967;8519282;Asia;54.459;8931.459811;8931.46;54.5;8.519.282;;;;;
Iraq;1972;10061506;Asia;56.95;9576.037596;9576.04;57.0;10.061.506;;;;;
Iraq;1977;11882916;Asia;60.413;14688.23507;14688.24;60.4;11.882.916;;;;;
Iraq;1982;14173318;Asia;62.038;14517.90711;14517.91;62.0;14.173.318;;;;;
Iraq;1987;16543189;Asia;65.044;11643.57268;11643.57;65.0;16.543.189;;;;;
Iraq;1992;17861905;Asia;59.461;3745.640687;3745.64;59.5;17.861.905;1924.0;345.0;0.0;1990.0;21247.0
Iraq;1997;20775703;Asia;58.811;3076.239795;3076.24;58.8;20.775.703;385.0;1813.0;0.0;3025.0;0.0
Iraq;2002;24001816;Asia;57.046;4390.717312;4390.72;57.0;24.001.816;80.0;217.0;0.0;441.0;0.0
Iraq;2007;27499638;Asia;59.545;4471.061906;4471.06;59.5;27.499.638;3810.0;340.0;0.0;12848.0;7927.0
Ireland;1952;2952156;Europe;66.91;5210.280328;5210.28;66.9;2.952.156;;;;;
Ireland;1957;2878220;Europe;68.9;5599.077872;5599.08;68.9;2.878.220;;;;;
Ireland;1962;2830000;Europe;70.29;6631.597314;6631.6;70.3;2.830.000;;;;;
Ireland;1967;2900100;Europe;71.08;7655.568963;7655.57;71.1;2.900.100;;;;;
Ireland;1972;3024400;Europe;71.28;9530.772896;9530.77;71.3;3.024.400;;;;;
Ireland;1977;3271900;Europe;72.03;11150.98113;11150.98;72.0;3.271.900;;;;;
Ireland;1982;3480000;Europe;73.1;12618.32141;12618.32;73.1;3.480.000;;;;;
Ireland;1987;3539900;Europe;74.36;13872.86652;13872.87;74.4;3.539.900;;;;;
Ireland;1992;3557761;Europe;75.467;17558.81555;17558.82;75.5;3.557.761;0.0;0.0;0.0;0.0;0.0
Ireland;1997;3667233;Europe;76.122;24521.94713;24521.95;76.1;3.667.233;0.0;0.0;0.0;0.0;0.0
Ireland;2002;3879155;Europe;77.783;34077.04939;34077.05;77.8;3.879.155;0.0;0.0;0.0;0.0;0.0
Ireland;2007;4109086;Europe;78.885;40675.99635;40676.0;78.9;4.109.086;0.0;0.0;0.0;0.0;0.0
Israel;1952;1620914;Asia;65.39;4086.522128;4086.52;65.4;1.620.914;;;;;
Israel;1957;1944401;Asia;67.84;5385.278451;5385.28;67.8;1.944.401;;;;;
Israel;1962;2310904;Asia;69.39;7105.630706;7105.63;69.4;2.310.904;;;;;
Israel;1967;2693585;Asia;70.75;8393.741404;8393.74;70.8;2.693.585;;;;;
Israel;1972;3095893;Asia;71.63;12786.93223;12786.93;71.6;3.095.893;;;;;
Israel;1977;3495918;Asia;73.06;13306.61921;13306.62;73.1;3.495.918;;;;;
Israel;1982;3858421;Asia;74.45;15367.0292;15367.03;74.4;3.858.421;;;;;
Israel;1987;4203148;Asia;75.6;17122.47986;17122.48;75.6;4.203.148;;;;;
Israel;1992;4936550;Asia;76.93;18051.52254;18051.52;76.9;4.936.550;5.0;0.0;0.0;11.0;0.0
Israel;1997;5531387;Asia;78.269;20896.60924;20896.61;78.3;5.531.387;82.0;0.0;0.0;63.0;0.0
Israel;2002;6029529;Asia;79.696;21905.59514;21905.6;79.7;6.029.529;282.0;0.0;0.0;124.0;0.0
Israel;2007;6426679;Asia;80.745;25523.2771;25523.28;80.7;6.426.679;163.0;0.0;0.0;167.0;0.0
Italy;1952;47666000;Europe;65.94;4931.404155;4931.4;65.9;47.666.000;;;;;
Italy;1957;49182000;Europe;67.81;6248.656232;6248.66;67.8;49.182.000;;;;;
Italy;1962;50843200;Europe;69.24;8243.58234;8243.58;69.2;50.843.200;;;;;
Italy;1967;52667100;Europe;71.06;10022.40131;10022.4;71.1;52.667.100;;;;;
Italy;1972;54365564;Europe;72.19;12269.27378;12269.27;72.2;54.365.564;;;;;
Italy;1977;56059245;Europe;73.48;14255.98475;14255.98;73.5;56.059.245;;;;;
Italy;1982;56535636;Europe;74.98;16537.4835;16537.48;75.0;56.535.636;;;;;
Italy;1987;56729703;Europe;76.42;19207.23482;19207.23;76.4;56.729.703;;;;;
Italy;1992;56840847;Europe;77.44;22013.64486;22013.64;77.4;56.840.847;0.0;0.0;0.0;0.0;0.0
Italy;1997;57479469;Europe;78.82;24675.02446;24675.02;78.8;57.479.469;0.0;0.0;0.0;0.0;0.0
Italy;2002;57926999;Europe;80.24;27968.09817;27968.1;80.2;57.926.999;0.0;0.0;0.0;0.0;0.0
Italy;2007;58147733;Europe;80.546;28569.7197;28569.72;80.5;58.147.733;0.0;0.0;0.0;0.0;0.0
Jamaica;1952;1426095;Americas;58.53;2898.530881;2898.53;58.5;1.426.095;;;;;
Jamaica;1957;1535090;Americas;62.61;4756.525781;4756.53;62.6;1.535.090;;;;;
Jamaica;1962;1665128;Americas;65.61;5246.107524;5246.11;65.6;1.665.128;;;;;
Jamaica;1967;1861096;Americas;67.51;6124.703451;6124.7;67.5;1.861.096;;;;;
Jamaica;1972;1997616;Americas;69.0;7433.889293;7433.89;69.0;1.997.616;;;;;
Jamaica;1977;2156814;Americas;70.11;6650.195573;6650.2;70.1;2.156.814;;;;;
Jamaica;1982;2298309;Americas;71.21;6068.05135;6068.05;71.2;2.298.309;;;;;
Jamaica;1987;2326606;Americas;71.77;6351.237495;6351.24;71.8;2.326.606;;;;;
Jamaica;1992;2378618;Americas;71.766;7404.923685;7404.92;71.8;2.378.618;0.0;0.0;0.0;0.0;0.0
Jamaica;1997;2531311;Americas;72.262;7121.924704;7121.92;72.3;2.531.311;0.0;0.0;0.0;0.0;0.0
Jamaica;2002;2664659;Americas;72.047;6994.774861;6994.77;72.0;2.664.659;0.0;116.0;0.0;0.0;0.0
Jamaica;2007;2780132;Americas;72.567;7320.880262;7320.88;72.6;2.780.132;0.0;0.0;0.0;0.0;0.0
Japan;1952;86459025;Asia;63.03;3216.956347;3216.96;63.0;86.459.025;;;;;
Japan;1957;91563009;Asia;65.5;4317.694365;4317.69;65.5;91.563.009;;;;;
Japan;1962;95831757;Asia;68.73;6576.649461;6576.65;68.7;95.831.757;;;;;
Japan;1967;100825279;Asia;71.43;9847.788607;9847.79;71.4;100.825.279;;;;;
Japan;1972;107188273;Asia;73.42;14778.78636;14778.79;73.4;107.188.273;;;;;
Japan;1977;113872473;Asia;75.38;16610.37701;16610.38;75.4;113.872.473;;;;;
Japan;1982;118454974;Asia;77.11;19384.10571;19384.11;77.1;118.454.974;;;;;
Japan;1987;122091325;Asia;78.67;22375.94189;22375.94;78.7;122.091.325;;;;;
Japan;1992;124329269;Asia;79.36;26824.89511;26824.9;79.4;124.329.269;0.0;0.0;0.0;0.0;0.0
Japan;1997;125956499;Asia;80.69;28816.58499;28816.58;80.7;125.956.499;0.0;0.0;0.0;0.0;0.0
Japan;2002;127065841;Asia;82.0;28604.5919;28604.59;82.0;127.065.841;0.0;0.0;0.0;0.0;0.0
Japan;2007;127467972;Asia;82.603;31656.06806;31656.07;82.6;127.467.972;0.0;0.0;0.0;0.0;0.0
Jordan;1952;607914;Asia;43.158;1546.907807;1546.91;43.2;607.914;;;;;
Jordan;1957;746559;Asia;45.669;1886.080591;1886.08;45.7;746.559;;;;;
Jordan;1962;933559;Asia;48.126;2348.009158;2348.01;48.1;933.559;;;;;
Jordan;1967;1255058;Asia;51.629;2741.796252;2741.8;51.6;1.255.058;;;;;
Jordan;1972;1613551;Asia;56.528;2110.856309;2110.86;56.5;1.613.551;;;;;
Jordan;1977;1937652;Asia;61.134;2852.351568;2852.35;61.1;1.937.652;;;;;
Jordan;1982;2347031;Asia;63.739;4161.415959;4161.42;63.7;2.347.031;;;;;
Jordan;1987;2820042;Asia;65.869;4448.679912;4448.68;65.9;2.820.042;;;;;
Jordan;1992;3867409;Asia;68.015;3431.593647;3431.59;68.0;3.867.409;1.0;0.0;0.0;0.0;0.0
Jordan;1997;4526235;Asia;69.772;3645.379572;3645.38;69.8;4.526.235;0.0;0.0;0.0;0.0;0.0
Jordan;2002;5307470;Asia;71.263;3844.917194;3844.92;71.3;5.307.470;0.0;0.0;0.0;0.0;0.0
Jordan;2007;6053193;Asia;72.535;4519.461171;4519.46;72.5;6.053.193;59.0;0.0;0.0;0.0;0.0
Kenya;1952;6464046;Africa;42.27;853.540919;853.54;42.3;6.464.046;;;;;
