country;year;pop;continent;lifeExp;gdpPercap
New Zealand;1992;3437674;Oceania;76.3;18363.32
New Zealand;1997;3676187;Oceania;77.6;21050.41
New Zealand;2002;3908037;Oceania;79.1;23189.8
New Zealand;2007;4115771;Oceania;80.2;25185.01
Nicaragua;1952;1165790;Americas;42.3;3112.36
Nicaragua;1957;1358828;Americas;45.4;3457.42
Nicaragua;1962;1590597;Americas;48.6;3634.36
Nicaragua;1967;1865490;Americas;51.9;4643.39
Nicaragua;1972;2182908;Americas;55.2;4688.59
Nicaragua;1977;2554598;Americas;57.5;5486.37
Nicaragua;1982;2979423;Americas;59.3;3470.34
Nicaragua;1987;3344353;Americas;62.0;2955.98
Nicaragua;1992;4017939;Americas;65.8;2170.15
Nicaragua;1997;4609572;Americas;68.4;2253.02
Nicaragua;2002;5146848;Americas;70.8;2474.55
Nicaragua;2007;5675356;Americas;72.9;2749.32
Niger;1952;3379468;Africa;37.4;761.88
Niger;1957;3692184;Africa;38.6;835.52
Niger;1962;4076008;Africa;39.5;997.77
Niger;1967;4534062;Africa;40.1;1054.38
Niger;1972;5060262;Africa;40.5;954.21
Niger;1977;5682086;Africa;41.3;808.9
Niger;1982;6437188;Africa;42.6;909.72
Niger;1987;7332638;Africa;44.6;668.3
Niger;1992;8392818;Africa;47.4;581.18
Niger;1997;9666252;Africa;51.3;580.31
Niger;2002;11140655;Africa;54.5;601.07
Niger;2007;12894865;Africa;56.9;619.68
Nigeria;1952;33119096;Africa;36.3;1077.28
Nigeria;1957;37173340;Africa;37.8;1100.59
Nigeria;1962;41871351;Africa;39.4;1150.93
Nigeria;1967;47287752;Africa;41.0;1014.51
Nigeria;1972;53740085;Africa;42.8;1698.39
Nigeria;1977;62209173;Africa;44.5;1981.95
Nigeria;1982;73039376;Africa;45.8;1576.97
Nigeria;1987;81551520;Africa;46.9;1385.03
Nigeria;1992;93364244;Africa;47.5;1619.85
Nigeria;1997;106207839;Africa;47.5;1624.94
Nigeria;2002;119901274;Africa;46.6;1615.29
Nigeria;2007;135031164;Africa;46.9;2013.98
Norway;1952;3327728;Europe;72.7;10095.42
Norway;1957;3491938;Europe;73.4;11653.97
Norway;1962;3638919;Europe;73.5;13450.4
Norway;1967;3786019;Europe;74.1;16361.88
Norway;1972;3933004;Europe;74.3;18965.06
Norway;1977;4043205;Europe;75.4;23311.35
Norway;1982;4114787;Europe;76.0;26298.64
Norway;1987;4186147;Europe;75.9;31540.97
Norway;1992;4286357;Europe;77.3;33965.66
Norway;1997;4405672;Europe;78.3;41283.16
Norway;2002;4535591;Europe;79.0;44683.98
Norway;2007;4627926;Europe;80.2;49357.19
Oman;1952;507833;Asia;37.6;1828.23
Oman;1957;561977;Asia;40.1;2242.75
Oman;1962;628164;Asia;43.2;2924.64
Oman;1967;714775;Asia;47.0;4720.94
Oman;1972;829050;Asia;52.1;10618.04
Oman;1977;1004533;Asia;57.4;11848.34
Oman;1982;1301048;Asia;62.7;12954.79
Oman;1987;1593882;Asia;67.7;18115.22
Oman;1992;1915208;Asia;71.2;18616.71
Oman;1997;2283635;Asia;72.5;19702.06
Oman;2002;2713462;Asia;74.2;19774.84
Oman;2007;3204897;Asia;75.6;22316.19
Pakistan;1952;41346560;Asia;43.4;684.6
Pakistan;1957;46679944;Asia;45.6;747.08
Pakistan;1962;53100671;Asia;47.7;803.34
Pakistan;1967;60641899;Asia;49.8;942.41
Pakistan;1972;69325921;Asia;51.9;1049.94
Pakistan;1977;78152686;Asia;54.0;1175.92
Pakistan;1982;91462088;Asia;56.2;1443.43
Pakistan;1987;105186881;Asia;58.2;1704.69
Pakistan;1992;120065004;Asia;60.8;1971.83
Pakistan;1997;135564834;Asia;61.8;2049.35
Pakistan;2002;153403524;Asia;63.6;2092.71
Pakistan;2007;169270617;Asia;65.5;2605.95
Panama;1952;940080;Americas;55.2;2480.38
Panama;1957;1063506;Americas;59.2;2961.8
Panama;1962;1215725;Americas;61.8;3536.54
Panama;1967;1405486;Americas;64.1;4421.01
Panama;1972;1616384;Americas;66.2;5364.25
Panama;1977;1839782;Americas;68.7;5351.91
Panama;1982;2036305;Americas;70.5;7009.6
Panama;1987;2253639;Americas;71.5;7034.78
Panama;1992;2484997;Americas;72.5;6618.74
Panama;1997;2734531;Americas;73.7;7113.69
Panama;2002;2990875;Americas;74.7;7356.03
Panama;2007;3242173;Americas;75.5;9809.19
Paraguay;1952;1555876;Americas;62.6;1952.31
Paraguay;1957;1770902;Americas;63.2;2046.15
Paraguay;1962;2009813;Americas;64.4;2148.03
Paraguay;1967;2287985;Americas;65.0;2299.38
Paraguay;1972;2614104;Americas;65.8;2523.34
Paraguay;1977;2984494;Americas;66.4;3248.37
Paraguay;1982;3366439;Americas;66.9;4258.5
Paraguay;1987;3886512;Americas;67.4;3998.88
Paraguay;1992;4483945;Americas;68.2;4196.41
Paraguay;1997;5154123;Americas;69.4;4247.4
Paraguay;2002;5884491;Americas;70.8;3783.67
Paraguay;2007;6667147;Americas;71.8;4172.84
Peru;1952;8025700;Americas;43.9;3758.52
Peru;1957;9146100;Americas;46.3;4245.26
Peru;1962;10516500;Americas;49.1;4957.04
Peru;1967;12132200;Americas;51.4;5788.09
Peru;1972;13954700;Americas;55.4;5937.83
Peru;1977;15990099;Americas;58.4;6281.29
Peru;1982;18125129;Americas;61.4;6434.5
Peru;1987;20195924;Americas;64.1;6360.94
Peru;1992;22430449;Americas;66.5;4446.38
Peru;1997;24748122;Americas;68.4;5838.35
Peru;2002;26769436;Americas;69.9;5909.02
Peru;2007;28674757;Americas;71.4;7408.91
Philippines;1952;22438691;Asia;47.8;1272.88
Philippines;1957;26072194;Asia;51.3;1547.94
Philippines;1962;30325264;Asia;54.8;1649.55
Philippines;1967;35356600;Asia;56.4;1814.13
Philippines;1972;40850141;Asia;58.1;1989.37
Philippines;1977;46850962;Asia;60.1;2373.2
Philippines;1982;53456774;Asia;62.1;2603.27
Philippines;1987;60017788;Asia;64.2;2189.63
Philippines;1992;67185766;Asia;66.5;2279.32
Philippines;1997;75012988;Asia;68.6;2536.53
Philippines;2002;82995088;Asia;70.3;2650.92
Philippines;2007;91077287;Asia;71.7;3190.48
Poland;1952;25730551;Europe;61.3;4029.33
Poland;1957;28235346;Europe;65.8;4734.25
Poland;1962;30329617;Europe;67.6;5338.75
Poland;1967;31785378;Europe;69.6;6557.15
Poland;1972;33039545;Europe;70.8;8006.51
Poland;1977;34621254;Europe;70.7;9508.14
Poland;1982;36227381;Europe;71.3;8451.53
Poland;1987;37740710;Europe;71.0;9082.35
Poland;1992;38370697;Europe;71.0;7738.88
Poland;1997;38654957;Europe;72.8;10159.58
Poland;2002;38625976;Europe;74.7;12002.24
Poland;2007;38518241;Europe;75.6;15389.92
Portugal;1952;8526050;Europe;59.8;3068.32
Portugal;1957;8817650;Europe;61.5;3774.57
Portugal;1962;9019800;Europe;64.4;4727.95
Portugal;1967;9103000;Europe;66.6;6361.52
Portugal;1972;8970450;Europe;69.3;9022.25
Portugal;1977;9662600;Europe;70.4;10172.49
Portugal;1982;9859650;Europe;72.8;11753.84
Portugal;1987;9915289;Europe;74.1;13039.31
Portugal;1992;9927680;Europe;74.9;16207.27
Portugal;1997;10156415;Europe;76.0;17641.03
Portugal;2002;10433867;Europe;77.3;19970.91
Portugal;2007;10642836;Europe;78.1;20509.65
Puerto Rico;1952;2227000;Americas;64.3;3081.96
Puerto Rico;1957;2260000;Americas;68.5;3907.16
Puerto Rico;1962;2448046;Americas;69.6;5108.34
Puerto Rico;1967;2648961;Americas;71.1;6929.28
Puerto Rico;1972;2847132;Americas;72.2;9123.04
Puerto Rico;1977;3080828;Americas;73.4;9770.52
Puerto Rico;1982;3279001;Americas;73.8;10330.99
Puerto Rico;1987;3444468;Americas;74.6;12281.34
Puerto Rico;1992;3585176;Americas;73.9;14641.59
Puerto Rico;1997;3759430;Americas;74.9;16999.43
Puerto Rico;2002;3859606;Americas;77.8;18855.61
Puerto Rico;2007;3942491;Americas;78.7;19328.71
Reunion;1952;257700;Africa;52.7;2718.89
Reunion;1957;308700;Africa;55.1;2769.45
Reunion;1962;358900;Africa;57.7;3173.72
Reunion;1967;414024;Africa;60.5;4021.18
Reunion;1972;461633;Africa;64.3;5047.66
Reunion;1977;492095;Africa;67.1;4319.8
Reunion;1982;517810;Africa;69.9;5267.22
Reunion;1987;562035;Africa;71.9;5303.38
Reunion;1992;622191;Africa;73.6;6101.26
Reunion;1997;684810;Africa;74.8;6071.94
Reunion;2002;743981;Africa;75.7;6316.17
Reunion;2007;798094;Africa;76.4;7670.12
Romania;1952;16630000;Europe;61.0;3144.61
Romania;1957;17829327;Europe;64.1;3943.37
Romania;1962;18680721;Europe;66.8;4735.0
Romania;1967;19284814;Europe;66.8;6470.87
Romania;1972;20662648;Europe;69.2;8011.41
Romania;1977;21658597;Europe;69.5;9356.4
Romania;1982;22356726;Europe;69.7;9605.31
Romania;1987;22686371;Europe;69.5;9696.27
Romania;1992;22797027;Europe;69.4;6598.41
Romania;1997;22562458;Europe;69.7;7346.55
Romania;2002;22404337;Europe;71.3;7885.36
Romania;2007;22276056;Europe;72.5;10808.48
Rwanda;1952;2534927;Africa;40.0;493.32
Rwanda;1957;2822082;Africa;41.5;540.29
Rwanda;1962;3051242;Africa;43.0;597.47
Rwanda;1967;3451079;Africa;44.1;510.96
Rwanda;1972;3992121;Africa;44.6;590.58
Rwanda;1977;4657072;Africa;45.0;670.08
Rwanda;1982;5507565;Africa;46.2;881.57
Rwanda;1987;6349365;Africa;44.0;847.99
Rwanda;1992;7290203;Africa;23.6;737.07
Rwanda;1997;7212583;Africa;36.1;589.94
Rwanda;2002;7852401;Africa;43.4;785.65
Rwanda;2007;8860588;Africa;46.2;863.09
Sao Tome and Principe;1952;60011;Africa;46.5;879.58
Sao Tome and Principe;1957;61325;Africa;48.9;860.74
Sao Tome and Principe;1962;65345;Africa;51.9;1071.55
Sao Tome and Principe;1967;70787;Africa;54.4;1384.84
Sao Tome and Principe;1972;76595;Africa;56.5;1532.99
Sao Tome and Principe;1977;86796;Africa;58.6;1737.56
Sao Tome and Principe;1982;98593;Africa;60.4;1890.22
Sao Tome and Principe;1987;110812;Africa;61.7;1516.53
Sao Tome and Principe;1992;125911;Africa;62.7;1428.78
Sao Tome and Principe;1997;145608;Africa;63.3;1339.08
Sao Tome and Principe;2002;170372;Africa;64.3;1353.09
Sao Tome and Principe;2007;199579;Africa;65.5;1598.44
Saudi Arabia;1952;4005677;Asia;39.9;6459.55
Saudi Arabia;1957;4419650;Asia;42.9;8157.59
Saudi Arabia;1962;4943029;Asia;45.9;11626.42
Saudi Arabia;1967;5618198;Asia;49.9;16903.05
Saudi Arabia;1972;6472756;Asia;53.9;24837.43
Saudi Arabia;1977;8128505;Asia;58.7;34167.76
Saudi Arabia;1982;11254672;Asia;63.0;33693.18
Saudi Arabia;1987;14619745;Asia;66.3;21198.26
Saudi Arabia;1992;16945857;Asia;68.8;24841.62
Saudi Arabia;1997;21229759;Asia;70.5;20586.69
Saudi Arabia;2002;24501530;Asia;71.6;19014.54
Saudi Arabia;2007;27601038;Asia;72.8;21654.83
Senegal;1952;2755589;Africa;37.3;1450.36
Senegal;1957;3054547;Africa;39.3;1567.65
Senegal;1962;3430243;Africa;41.5;1654.99
Senegal;1967;3965841;Africa;43.6;1612.4
Senegal;1972;4588696;Africa;45.8;1597.71
Senegal;1977;5260855;Africa;48.9;1561.77
Senegal;1982;6147783;Africa;52.4;1518.48
Senegal;1987;7171347;Africa;55.8;1441.72
Senegal;1992;8307920;Africa;58.2;1367.9
Senegal;1997;9535314;Africa;60.2;1392.37
Senegal;2002;10870037;Africa;61.6;1519.64
Senegal;2007;12267493;Africa;63.1;1712.47
Serbia;1952;6860147;Europe;58.0;3581.46
Serbia;1957;7271135;Europe;61.7;4981.09
Serbia;1962;7616060;Europe;64.5;6289.63
Serbia;1967;7971222;Europe;66.9;7991.71
Serbia;1972;8313288;Europe;68.7;10522.07
Serbia;1977;8686367;Europe;70.3;12980.67
Serbia;1982;9032824;Europe;70.2;15181.09
Serbia;1987;9230783;Europe;71.2;15870.88
Serbia;1992;9826397;Europe;71.7;9325.07
Serbia;1997;10336594;Europe;72.2;7914.32
Serbia;2002;10111559;Europe;73.2;7236.08
Serbia;2007;10150265;Europe;74.0;9786.53
Sierra Leone;1952;2143249;Africa;30.3;879.79
Sierra Leone;1957;2295678;Africa;31.6;1004.48
Sierra Leone;1962;2467895;Africa;32.8;1116.64
Sierra Leone;1967;2662190;Africa;34.1;1206.04
Sierra Leone;1972;2879013;Africa;35.4;1353.76
Sierra Leone;1977;3140897;Africa;36.8;1348.29
Sierra Leone;1982;3464522;Africa;38.4;1465.01
Sierra Leone;1987;3868905;Africa;40.0;1294.45
Sierra Leone;1992;4260884;Africa;38.3;1068.7
Sierra Leone;1997;4578212;Africa;39.9;574.65
Sierra Leone;2002;5359092;Africa;41.0;699.49
Sierra Leone;2007;6144562;Africa;42.6;862.54
Singapore;1952;1127000;Asia;60.4;2315.14
Singapore;1957;1445929;Asia;63.2;2843.1
Singapore;1962;1750200;Asia;65.8;3674.74
Singapore;1967;1977600;Asia;67.9;4977.42
Singapore;1972;2152400;Asia;69.5;8597.76
Singapore;1977;2325300;Asia;70.8;11210.09
Singapore;1982;2651869;Asia;71.8;15169.16
Singapore;1987;2794552;Asia;73.6;18861.53
Singapore;1992;3235865;Asia;75.8;24769.89
Singapore;1997;3802309;Asia;77.2;33519.48
Singapore;2002;4197776;Asia;78.8;36023.11
Singapore;2007;4553009;Asia;80.0;47143.18
Slovak Republic;1952;3558137;Europe;64.4;5074.66
Slovak Republic;1957;3844277;Europe;67.4;6093.26
Slovak Republic;1962;4237384;Europe;70.3;7481.11
Slovak Republic;1967;4442238;Europe;71.0;8412.9
Slovak Republic;1972;4593433;Europe;70.4;9674.17
Slovak Republic;1977;4827803;Europe;70.4;10922.66
Slovak Republic;1982;5048043;Europe;70.8;11348.55
Slovak Republic;1987;5199318;Europe;71.1;12037.27
Slovak Republic;1992;5302888;Europe;71.4;9498.47
Slovak Republic;1997;5383010;Europe;72.7;12126.23
Slovak Republic;2002;5410052;Europe;73.8;13638.78
Slovak Republic;2007;5447502;Europe;74.7;18678.31
Slovenia;1952;1489518;Europe;65.6;4215.04
Slovenia;1957;1533070;Europe;67.8;5862.28
Slovenia;1962;1582962;Europe;69.2;7402.3
Slovenia;1967;1646912;Europe;69.2;9405.49
Slovenia;1972;1694510;Europe;69.8;12383.49
Slovenia;1977;1746919;Europe;71.0;15277.03
Slovenia;1982;1861252;Europe;71.1;17866.72
Slovenia;1987;1945870;Europe;72.2;18678.53
Slovenia;1992;1999210;Europe;73.6;14214.72
Slovenia;1997;2011612;Europe;75.1;17161.11
Slovenia;2002;2011497;Europe;76.7;20660.02
Slovenia;2007;2009245;Europe;77.9;25768.26
Somalia;1952;2526994;Africa;33.0;1135.75
Somalia;1957;2780415;Africa;35.0;1258.15
Somalia;1962;3080153;Africa;37.0;1369.49
Somalia;1967;3428839;Africa;39.0;1284.73
Somalia;1972;3840161;Africa;41.0;1254.58
Somalia;1977;4353666;Africa;42.0;1450.99
Somalia;1982;5828892;Africa;43.0;1176.81
Somalia;1987;6921858;Africa;44.5;1093.24
Somalia;1992;6099799;Africa;39.7;926.96
Somalia;1997;6633514;Africa;43.8;930.6
Somalia;2002;7753310;Africa;45.9;882.08
Somalia;2007;9118773;Africa;48.2;926.14
South Africa;1952;14264935;Africa;45.0;4725.3
South Africa;1957;16151549;Africa;48.0;5487.1
South Africa;1962;18356657;Africa;50.0;5768.73
South Africa;1967;20997321;Africa;51.9;7114.48
South Africa;1972;23935810;Africa;53.7;7765.96
South Africa;1977;27129932;Africa;55.5;8028.65
South Africa;1982;31140029;Africa;58.2;8568.27
South Africa;1987;35933379;Africa;60.8;7825.82
South Africa;1992;39964159;Africa;61.9;7225.07
South Africa;1997;42835005;Africa;60.2;7479.19
South Africa;2002;44433622;Africa;53.4;7710.95
South Africa;2007;43997828;Africa;49.3;9269.66
Spain;1952;28549870;Europe;64.9;3834.03
Spain;1957;29841614;Europe;66.7;4564.8
Spain;1962;31158061;Europe;69.7;5693.84
Spain;1967;32850275;Europe;71.4;7993.51
Spain;1972;34513161;Europe;73.1;10638.75
Spain;1977;36439000;Europe;74.4;13236.92
Spain;1982;37983310;Europe;76.3;13926.17
Spain;1987;38880702;Europe;76.9;15764.98
Spain;1992;39549438;Europe;77.6;18603.06
Spain;1997;39855442;Europe;78.8;20445.3
Spain;2002;40152517;Europe;79.8;24835.47
Spain;2007;40448191;Europe;80.9;28821.06
Sri Lanka;1952;7982342;Asia;57.6;1083.53
Sri Lanka;1957;9128546;Asia;61.5;1072.55
Sri Lanka;1962;10421936;Asia;62.2;1074.47
Sri Lanka;1967;11737396;Asia;64.3;1135.51
Sri Lanka;1972;13016733;Asia;65.0;1213.4
Sri Lanka;1977;14116836;Asia;65.9;1348.78
Sri Lanka;1982;15410151;Asia;68.8;1648.08
Sri Lanka;1987;16495304;Asia;69.0;1876.77
Sri Lanka;1992;17587060;Asia;70.4;2153.74
Sri Lanka;1997;18698655;Asia;70.5;2664.48
Sri Lanka;2002;19576783;Asia;70.8;3015.38
Sri Lanka;2007;20378239;Asia;72.4;3970.1
Sudan;1952;8504667;Africa;38.6;1615.99
Sudan;1957;9753392;Africa;39.6;1770.34
Sudan;1962;11183227;Africa;40.9;1959.59
Sudan;1967;12716129;Africa;42.9;1688.0
Sudan;1972;14597019;Africa;45.1;1659.65
Sudan;1977;17104986;Africa;47.8;2202.99
Sudan;1982;20367053;Africa;50.3;1895.54
Sudan;1987;24725960;Africa;51.7;1507.82
Sudan;1992;28227588;Africa;53.6;1492.2
Sudan;1997;32160729;Africa;55.4;1632.21
Sudan;2002;37090298;Africa;56.4;1993.4
Sudan;2007;42292929;Africa;58.6;2602.39
Swaziland;1952;290243;Africa;41.4;1148.38
Swaziland;1957;326741;Africa;43.4;1244.71
Swaziland;1962;370006;Africa;45.0;1856.18
Swaziland;1967;420690;Africa;46.6;2613.1
Swaziland;1972;480105;Africa;49.6;3364.84
Swaziland;1977;551425;Africa;52.5;3781.41
Swaziland;1982;649901;Africa;55.6;3895.38
Swaziland;1987;779348;Africa;57.7;3984.84
Swaziland;1992;962344;Africa;58.5;3553.02
Swaziland;1997;1054486;Africa;54.3;3876.77
Swaziland;2002;1130269;Africa;43.9;4128.12
Swaziland;2007;1133066;Africa;39.6;4513.48
Sweden;1952;7124673;Europe;71.9;8527.84
Sweden;1957;7363802;Europe;72.5;9911.88
Sweden;1962;7561588;Europe;73.4;12329.44
Sweden;1967;7867931;Europe;74.2;15258.3
Sweden;1972;8122293;Europe;74.7;17832.02
Sweden;1977;8251648;Europe;75.4;18855.73
Sweden;1982;8325260;Europe;76.4;20667.38
Sweden;1987;8421403;Europe;77.2;23586.93
Sweden;1992;8718867;Europe;78.2;23880.02
Sweden;1997;8897619;Europe;79.4;25266.59
Sweden;2002;8954175;Europe;80.0;29341.63
Sweden;2007;9031088;Europe;80.9;33859.75
Switzerland;1952;4815000;Europe;69.6;14734.23
Switzerland;1957;5126000;Europe;70.6;17909.49
Switzerland;1962;5666000;Europe;71.3;20431.09
Switzerland;1967;6063000;Europe;72.8;22966.14
Switzerland;1972;6401400;Europe;73.8;27195.11
Switzerland;1977;6316424;Europe;75.4;26982.29
Switzerland;1982;6468126;Europe;76.2;28397.72
Switzerland;1987;6649942;Europe;77.4;30281.7
Switzerland;1992;6995447;Europe;78.0;31871.53
Switzerland;1997;7193761;Europe;79.4;32135.32
Switzerland;2002;7361757;Europe;80.6;34480.96
Switzerland;2007;7554661;Europe;81.7;37506.42
Syria;1952;3661549;Asia;45.9;1643.49
Syria;1957;4149908;Asia;48.3;2117.23
Syria;1962;4834621;Asia;50.3;2193.04
Syria;1967;5680812;Asia;53.7;1881.92
Syria;1972;6701172;Asia;57.3;2571.42
Syria;1977;7932503;Asia;61.2;3195.48
Syria;1982;9410494;Asia;64.6;3761.84
Syria;1987;11242847;Asia;67.0;3116.77
Syria;1992;13219062;Asia;69.2;3340.54
Syria;1997;15081016;Asia;71.5;4014.24
Syria;2002;17155814;Asia;73.1;4090.93
Syria;2007;19314747;Asia;74.1;4184.55
Taiwan;1952;8550362;Asia;58.5;1206.95
Taiwan;1957;10164215;Asia;62.4;1507.86
Taiwan;1962;11918938;Asia;65.2;1822.88
Taiwan;1967;13648692;Asia;67.5;2643.86
Taiwan;1972;15226039;Asia;69.4;4062.52
Taiwan;1977;16785196;Asia;70.6;5596.52
Taiwan;1982;18501390;Asia;72.2;7426.35
Taiwan;1987;19757799;Asia;73.4;11054.56
Taiwan;1992;20686918;Asia;74.3;15215.66
Taiwan;1997;21628605;Asia;75.2;20206.82
Taiwan;2002;22454239;Asia;77.0;23235.42
Taiwan;2007;23174294;Asia;78.4;28718.28
Tanzania;1952;8322925;Africa;41.2;716.65
Tanzania;1957;9452826;Africa;43.0;698.54
Tanzania;1962;10863958;Africa;44.2;722.0
Tanzania;1967;12607312;Africa;45.8;848.22
Tanzania;1972;14706593;Africa;47.6;915.99
Tanzania;1977;17129565;Africa;49.9;962.49
Tanzania;1982;19844382;Africa;50.6;874.24
Tanzania;1987;23040630;Africa;51.5;831.82
Tanzania;1992;26605473;Africa;50.4;825.68
Tanzania;1997;30686889;Africa;48.5;789.19
Tanzania;2002;34593779;Africa;49.7;899.07
Tanzania;2007;38139640;Africa;52.5;1107.48
Thailand;1952;21289402;Asia;50.8;757.8
Thailand;1957;25041917;Asia;53.6;793.58
Thailand;1962;29263397;Asia;56.1;1002.2
Thailand;1967;34024249;Asia;58.3;1295.46
Thailand;1972;39276153;Asia;60.4;1524.36
Thailand;1977;44148285;Asia;62.5;1961.22
Thailand;1982;48827160;Asia;64.6;2393.22
Thailand;1987;52910342;Asia;66.1;2982.65
Thailand;1992;56667095;Asia;67.3;4616.9
Thailand;1997;60216677;Asia;67.5;5852.63
Thailand;2002;62806748;Asia;68.6;5913.19
Thailand;2007;65068149;Asia;70.6;7458.4
Togo;1952;1219113;Africa;38.6;859.81
Togo;1957;1357445;Africa;41.2;925.91
Togo;1962;1528098;Africa;43.9;1067.53
Togo;1967;1735550;Africa;46.8;1477.6
Togo;1972;2056351;Africa;49.8;1649.66
Togo;1977;2308582;Africa;52.9;1532.78
Togo;1982;2644765;Africa;55.5;1344.58
Togo;1987;3154264;Africa;56.9;1202.2
Togo;1992;3747553;Africa;58.1;1034.3
Togo;1997;4320890;Africa;58.4;982.29
Togo;2002;4977378;Africa;57.6;886.22
Togo;2007;5701579;Africa;58.4;882.97
Trinidad and Tobago;1952;662850;Americas;59.1;3023.27
Trinidad and Tobago;1957;764900;Americas;61.8;4100.39
Trinidad and Tobago;1962;887498;Americas;64.9;4997.52
Trinidad and Tobago;1967;960155;Americas;65.4;5621.37
Trinidad and Tobago;1972;975199;Americas;65.9;6619.55
Trinidad and Tobago;1977;1039009;Americas;68.3;7899.55
Trinidad and Tobago;1982;1116479;Americas;68.8;9119.53
Trinidad and Tobago;1987;1191336;Americas;69.6;7388.6
Trinidad and Tobago;1992;1183669;Americas;69.9;7370.99
Trinidad and Tobago;1997;1138101;Americas;69.5;8792.57
Trinidad and Tobago;2002;1101832;Americas;69.0;11460.6
Trinidad and Tobago;2007;1056608;Americas;69.8;18008.51
Tunisia;1952;3647735;Africa;44.6;1468.48
Tunisia;1957;3950849;Africa;47.1;1395.23
Tunisia;1962;4286552;Africa;49.6;1660.3
Tunisia;1967;4786986;Africa;52.1;1932.36
Tunisia;1972;5303507;Africa;55.6;2753.29
Tunisia;1977;6005061;Africa;59.8;3120.88
Tunisia;1982;6734098;Africa;64.0;3560.23
Tunisia;1987;7724976;Africa;66.9;3810.42
Tunisia;1992;8523077;Africa;70.0;4332.72
Tunisia;1997;9231669;Africa;72.0;4876.8
Tunisia;2002;9770575;Africa;73.0;5722.9
Tunisia;2007;10276158;Africa;73.9;7092.92
Turkey;1952;22235677;Europe;43.6;1969.1
Turkey;1957;25670939;Europe;48.1;2218.75
Turkey;1962;29788695;Europe;52.1;2322.87
Turkey;1967;33411317;Europe;54.3;2826.36
Turkey;1972;37492953;Europe;57.0;3450.7
Turkey;1977;42404033;Europe;59.5;4269.12
Turkey;1982;47328791;Europe;61.0;4241.36
Turkey;1987;52881328;Europe;63.1;5089.04
Turkey;1992;58179144;Europe;66.1;5678.35
Turkey;1997;63047647;Europe;68.8;6601.43
Turkey;2002;67308928;Europe;70.8;6508.09
Turkey;2007;71158647;Europe;71.8;8458.28
Uganda;1952;5824797;Africa;40.0;734.75
Uganda;1957;6675501;Africa;42.6;774.37
Uganda;1962;7688797;Africa;45.3;767.27
Uganda;1967;8900294;Africa;48.1;908.92
Uganda;1972;10190285;Africa;51.0;950.74
Uganda;1977;11457758;Africa;50.4;843.73
Uganda;1982;12939400;Africa;49.8;682.27
Uganda;1987;15283050;Africa;51.5;617.72
Uganda;1992;18252190;Africa;48.8;644.17
Uganda;1997;21210254;Africa;44.6;816.56
Uganda;2002;24739869;Africa;47.8;927.72
Uganda;2007;29170398;Africa;51.5;1056.38
United Kingdom;1952;50430000;Europe;69.2;9979.51
United Kingdom;1957;51430000;Europe;70.4;11283.18
United Kingdom;1962;53292000;Europe;70.8;12477.18
United Kingdom;1967;54959000;Europe;71.4;14142.85
United Kingdom;1972;56079000;Europe;72.0;15895.12
United Kingdom;1977;56179000;Europe;72.8;17428.75
United Kingdom;1982;56339704;Europe;74.0;18232.42
United Kingdom;1987;56981620;Europe;75.0;21664.79
United Kingdom;1992;57866349;Europe;76.4;22705.09
United Kingdom;1997;58808266;Europe;77.2;26074.53
United Kingdom;2002;59912431;Europe;78.5;29479.0
United Kingdom;2007;60776238;Europe;79.4;33203.26
United States;1952;157553000;Americas;68.4;13990.48
United States;1957;171984000;Americas;69.5;14847.13
United States;1962;186538000;Americas;70.2;16173.15
United States;1967;198712000;Americas;70.8;19530.37
United States;1972;209896000;Americas;71.3;21806.04
United States;1977;220239000;Americas;73.4;24072.63
United States;1982;232187835;Americas;74.6;25009.56
United States;1987;242803533;Americas;75.0;29884.35
United States;1992;256894189;Americas;76.1;32003.93
United States;1997;272911760;Americas;76.8;35767.43
United States;2002;287675526;Americas;77.3;39097.1
United States;2007;301139947;Americas;78.2;42951.65
Uruguay;1952;2252965;Americas;66.1;5716.77
Uruguay;1957;2424959;Americas;67.0;6150.77
Uruguay;1962;2598466;Americas;68.3;5603.36
Uruguay;1967;2748579;Americas;68.5;5444.62
Uruguay;1972;2829526;Americas;68.7;5703.41
Uruguay;1977;2873520;Americas;69.5;6504.34
Uruguay;1982;2953997;Americas;70.8;6920.22
Uruguay;1987;3045153;Americas;71.9;7452.4
Uruguay;1992;3149262;Americas;72.8;8137.0
Uruguay;1997;3262838;Americas;74.2;9230.24
Uruguay;2002;3363085;Americas;75.3;7727.0
Uruguay;2007;3447496;Americas;76.4;10611.46
Venezuela;1952;5439568;Americas;55.1;7689.8
Venezuela;1957;6702668;Americas;57.9;9802.47
Venezuela;1962;8143375;Americas;60.8;8422.97
Venezuela;1967;9709552;Americas;63.5;9541.47
Venezuela;1972;11515649;Americas;65.7;10505.26
Venezuela;1977;13503563;Americas;67.5;13143.95
Venezuela;1982;15620766;Americas;68.6;11152.41
Venezuela;1987;17910182;Americas;70.2;9883.58
Venezuela;1992;20265563;Americas;71.2;10733.93
Venezuela;1997;22374398;Americas;72.1;10165.5
Venezuela;2002;24287670;Americas;72.8;8605.05
Venezuela;2007;26084662;Americas;73.7;11415.81
Vietnam;1952;26246839;Asia;40.4;605.07
Vietnam;1957;28998543;Asia;42.9;676.29
Vietnam;1962;33796140;Asia;45.4;772.05
